rank	uri	artist_names	track_name	source	peak_rank	previous_rank	weeks_on_chart	streams	ID
14	spotify:track:4Ls13Ag4SWnniiX4QLRltL	Vitor Fernandes	Acaso	Sua Música	13	13	10	3452696	4Ls13Ag4SWnniiX4QLRltL
15	spotify:track:5m5aY6S9ttfIG157xli2Rs	Zé Neto & Cristiano	Alô Ambev (Segue Sua Vida) - Ao Vivo	Som Livre	4	9	33	3443665	5m5aY6S9ttfIG157xli2Rs
16	spotify:track:67BtfxlNbhBmCDR2L2l8qd	Lil Nas X	MONTERO (Call Me By Your Name)	Columbia	15	15	3	3412913	67BtfxlNbhBmCDR2L2l8qd
17	spotify:track:4AAIAVjSyiq1N7SXKkwXZe	Marília Mendonça	Troca de Calçada	Som Livre	7	11	11	3383946	4AAIAVjSyiq1N7SXKkwXZe
18	spotify:track:5glMxRMRHGBRj6bydBjoPM	PEDRO SAMPAIO, Daniel Caon, Wesley Safadão	FALA MAL DE MIM	WM Brazil	13	16	11	3373869	5glMxRMRHGBRj6bydBjoPM
19	spotify:track:2pBEAodCImE4LgbKAG4bfz	Bruno & Marrone, Wesley Safadão	Último Beijo	Worldshow Promoções e Eventos	14	14	19	3222650	2pBEAodCImE4LgbKAG4bfz
20	spotify:track:0DlHQxrVijRqVUfuS6PKaY	DENNIS, Xamã, LUDMILLA	Deixa de Onda (Porra Nenhuma)	Sony Music Entertainment	17	17	12	3195520	0DlHQxrVijRqVUfuS6PKaY
21	spotify:track:1Cqg0nJOZRyvltkof8tjqA	Simone & Simaria	Foi Pá Pum	UMG Recordings, Inc.	13	18	20	3137390	1Cqg0nJOZRyvltkof8tjqA
22	spotify:track:5gTgQBtNP08fUijxpEgmzF	Matheus & Kauan	É Problema	Universal Music Ltda.	19	19	22	3033579	5gTgQBtNP08fUijxpEgmzF
23	spotify:track:3HquWF2pZmWYu3WAEP9Heb	Fernando & Sorocaba, Tarcísio do Acordeon	Só Não Divulga	Sony Music Entertainment	23	27	7	2891699	3HquWF2pZmWYu3WAEP9Heb
24	spotify:track:0QglpM23kl9ldvVdoYNZwF	Kawe, Mc Lele JP	Mds	OQProduções	3	22	16	2858446	0QglpM23kl9ldvVdoYNZwF
25	spotify:track:7IG7laqVpcvIIULrwWP5SA	Mc Poze do Rodo, Neo Beats, Mainstreet	Vida Louca	Mainstreet Records	25	89	2	2817896	7IG7laqVpcvIIULrwWP5SA
26	spotify:track:0WlmiIK5qFQ4dAB4mCA4sI	Os Barões Da Pisadinha, Fernando & Sorocaba	Amor da Despedida	Sony Music Entertainment	9	21	23	2776094	0WlmiIK5qFQ4dAB4mCA4sI
27	spotify:track:40zJaB3z53PGaxIkYyieBP	Israel & Rodolffo, MC Matheuzinho	Só de Sacanagem - Ao Vivo	Som Livre	27	32	11	2750098	40zJaB3z53PGaxIkYyieBP
28	spotify:track:56F3ngwk3a42aLY0o5QgBF	Gusttavo Lima	Fala Comigo - Ao Vivo	Sony Music Entertainment	23	24	10	2742423	56F3ngwk3a42aLY0o5QgBF
29	spotify:track:6sPBi0qLI6KM3yXX56NxsA	Tarcísio do Acordeon	Meia Noite (Você tem meu Whatsapp)	Sua Música	1	23	19	2694383	6sPBi0qLI6KM3yXX56NxsA
30	spotify:track:1mQOFRDoqI34LdN79PE0vH	MC Zaquin	Ô Moça	Funk Explode Records	25	28	11	2674085	1mQOFRDoqI34LdN79PE0vH
31	spotify:track:1JHvLQWHUoYuapwQikeDuD	Jonas Esticado, Gusttavo Lima	Ele Não Tem	Som Livre	24	25	23	2662737	1JHvLQWHUoYuapwQikeDuD
32	spotify:track:1uA7fD01YlQr1Rm0oyNB4H	Guilherme & Benuto	Pulei na Piscina - Ao Vivo	Sony Music Entertainment	14	26	34	2485028	1uA7fD01YlQr1Rm0oyNB4H
33	spotify:track:4iJyoBOLtHqaGxP12qzhQI	Justin Bieber, Daniel Caesar, Giveon	Peaches (feat. Daniel Caesar & Giveon)	RBMG/Def Jam	33	35	4	2446597	4iJyoBOLtHqaGxP12qzhQI
34	spotify:track:6AMTUbWihFZOwOeHxZN2Ge	Vitor Fernandes	Vou falar que não quero	Sua Música	34	34	7	2419714	6AMTUbWihFZOwOeHxZN2Ge
35	spotify:track:3rRin3LyLY92kpEbkCgwf4	Os Barões Da Pisadinha, Xand Avião	Basta Você Me Ligar - Ao Vivo	Sony Music Entertainment	3	29	43	2308498	3rRin3LyLY92kpEbkCgwf4
36	spotify:track:2p04GXqx4j9sggMTFJpEBa	Mc Rennan, DJ Braga Oficial	Cai de vagarinho até embaixo	MR10 PRODUTORA	31	31	7	2138217	2p04GXqx4j9sggMTFJpEBa
37	spotify:track:68cPbG7hJnwDW9nPX1uQcX	BIN, Mainstreet, Ajaxx	Saturno	Mainstreet Records	26	33	14	2132890	68cPbG7hJnwDW9nPX1uQcX
38	spotify:track:6m187iACTSAZDYMaV0klqj	L7NNON	Freio da Blazer	Papatunes	38	38	10	2006774	6m187iACTSAZDYMaV0klqj
39	spotify:track:2JTir3y1VuJQmexiTCMcTP	Os Barões Da Pisadinha	Recairei - Ao Vivo	Sony Music Entertainment	1	30	48	1988434	2JTir3y1VuJQmexiTCMcTP
40	spotify:track:0YqTL3nSL36OFdHwHoqCag	Luísa Sonza, Pabllo Vittar, Anitta	MODO TURBO	Universal Music Ltda.	2	36	17	1955140	0YqTL3nSL36OFdHwHoqCag
41	spotify:track:7lJoRyuNJtuiqTcKtuMuIR	MC Hariel	Maçã Verde	GR6 Music	11	37	23	1954727	7lJoRyuNJtuiqTcKtuMuIR
42	spotify:track:6vnKRiOjUjYT59xl4awHTx	Guilherme & Benuto	Sigilo - Ao Vivo	Sony Music Entertainment	41	41	4	1937543	6vnKRiOjUjYT59xl4awHTx
43	spotify:track:3lJ8BcGM1ROQ1ufneU3Qya	Th CDM	Preta do Cabelo Cacheado	PHproduções	33	120	4	1929484	3lJ8BcGM1ROQ1ufneU3Qya
44	spotify:track:5H25WPPytKQcMfIPu0oEBO	Dj Serpinha, MC 2jhow	Espirra o Lança	2click	44	88	3	1870297	5H25WPPytKQcMfIPu0oEBO
45	spotify:track:0eoMMLrWtXbLk64baeESkc	Marcos & Belutti, Jorge & Mateus	Tudo Indica (feat. Jorge & Mateus) - Ao Vivo	Sony Music Entertainment	20	40	31	1853212	0eoMMLrWtXbLk64baeESkc
46	spotify:track:4wQUopWk9Ed7Ng5qpKN5qd	Dj Guuga, DJ Ivis	Volta Bebê, Volta Neném	GR6 Music	46	-1	1	1823780	4wQUopWk9Ed7Ng5qpKN5qd
47	spotify:track:2LOIoeI16A8jjKubPKoCSa	ANAVITÓRIA, Rita Lee	Amarelo, azul e branco	F/SIMAS	43	43	7	1806909	2LOIoeI16A8jjKubPKoCSa
48	spotify:track:5ra6CI0pEzqjxPEZeBz0d7	Hungria Hip Hop	Amor e Fé - Acústico	Hungria Hip Hop	22	42	34	1796989	5ra6CI0pEzqjxPEZeBz0d7
49	spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp	Giveon	Heartbreak Anniversary	Epic/Not So Fast	41	44	6	1788065	3FAJ6O0NOHQV8Mc5Ri6ENp
50	spotify:track:15k1TDabqSEmyXOwMq9RM7	Jonas Esticado	Investe Em Mim	Som Livre	1	39	42	1745024	15k1TDabqSEmyXOwMq9RM7
51	spotify:track:5R9KPXQVeyqsHZoPLMgfNy	Matheus Fernandes, Dilsinho	Baby Me Atende	Som Livre	51	73	3	1603140	5R9KPXQVeyqsHZoPLMgfNy
52	spotify:track:7J3QMuDCSv56jRSiD9jFBF	Eric Land, Xand Avião	Cidade Inteira	Eric Land	6	45	40	1581743	7J3QMuDCSv56jRSiD9jFBF
53	spotify:track:3VT8hOC5vuDXBsHrR53WFh	Masked Wolf	Astronaut In The Ocean	Elektra (NEK)	53	54	7	1573648	3VT8hOC5vuDXBsHrR53WFh
54	spotify:track:35qOGx1CWvCkQFOv4BkVIV	Os Barões Da Pisadinha	Esquema Preferido - Ao Vivo	Sony Music Entertainment	23	47	12	1514232	35qOGx1CWvCkQFOv4BkVIV
55	spotify:track:1O74aTse7W5hd2rAvnEVaW	Jeff Costa, Mc Danny	Xerecard	Love Funk & Adm Mídias Brasil	11	46	14	1499020	1O74aTse7W5hd2rAvnEVaW
56	spotify:track:2N2MrTCpwNQdbvlk0Kmz3c	Zé Vaqueiro	Volta Comigo BB	Sony Music Entertainment	56	69	6	1497905	2N2MrTCpwNQdbvlk0Kmz3c
57	spotify:track:52yvnBV90B2ZUC5b25cFer	Gusttavo Lima	Espetinho - Ao Vivo	Sony Music Entertainment	20	48	21	1489394	52yvnBV90B2ZUC5b25cFer
58	spotify:track:2xlw13Ns5yz9XZGtfnpPN9	Eric Land, Tarcísio do Acordeon	Esqueceu Foi Porra	Eric Land	58	59	4	1474469	2xlw13Ns5yz9XZGtfnpPN9
59	spotify:track:2Xgc216OMnc9PyUalpaSPc	MC 2jhow, MC Fahah, Mc Rennan, Dj Nbeat	Mtg - Vem Sentando Vem (feat. Dj Nbeat) - Remix	Soull Music BR / De Verdade Entretenimento / MR10 Produtora / Love Funk / Lancinho Filmes	39	55	14	1464218	2Xgc216OMnc9PyUalpaSPc
60	spotify:track:2ASs0n7ukfyxAxDtdir4vF	MC Luan da BS, Mc Vitin do LJ, MC Marley	Privilégio	Funk Explode	29	56	19	1463080	2ASs0n7ukfyxAxDtdir4vF
61	spotify:track:0VjIjW4GlUZAMYd2vXMi3b	The Weeknd	Blinding Lights	Republic Records	25	52	67	1462428	0VjIjW4GlUZAMYd2vXMi3b
62	spotify:track:2QCwoYDn4DRfjs4NhW2KpO	João Bosco e Gabriel, Humberto & Ronaldo	Alô Ex-Amor - Ao Vivo	João Bosco e Gabriel	14	53	33	1430645	2QCwoYDn4DRfjs4NhW2KpO
63	spotify:track:4zsiMjB0794HztyqUkD3Zi	Dilsinho, Henrique & Juliano	Sogra - Ao Vivo	Sony Music Entertainment	6	57	45	1424715	4zsiMjB0794HztyqUkD3Zi
64	spotify:track:6UelLqGlWMcVH1E5c4H7lY	Harry Styles	Watermelon Sugar	Columbia	27	58	62	1381592	6UelLqGlWMcVH1E5c4H7lY
65	spotify:track:6tDDoYIxWvMLTdKpjFkc1B	Kali Uchis	telepatía	EMI / Interscope	46	51	7	1380907	6tDDoYIxWvMLTdKpjFkc1B
66	spotify:track:0VxVv5IKWXj5o6FVO7zKXN	DJ Lucas Beat, João Bosco & Vinicius	Bloqueia Eu - Remix	Midia Hits	66	74	5	1275760	0VxVv5IKWXj5o6FVO7zKXN
67	spotify:track:7xi4XR5EIOU6OHdIydLMjT	Murilo Huff, Jorge	Uma Ex (Ao Vivo)	Artinvox	65	65	10	1259640	7xi4XR5EIOU6OHdIydLMjT
68	spotify:track:2D13ouGidILQGRVnihYuCF	Filipe Ret, Dallass	F* F* M*	Som Livre	57	64	7	1257546	2D13ouGidILQGRVnihYuCF
69	spotify:track:3dPvQLKl42dMYWV4LWRTLK	Os Barões Da Pisadinha	Tá Rocheda	Sony Music Entertainment	7	61	63	1256984	3dPvQLKl42dMYWV4LWRTLK
70	spotify:track:4fB85IhVASxXMWgoke5WVJ	Alok	Alive (It Feels Like)	CONTROVERSIA	57	62	22	1253950	4fB85IhVASxXMWgoke5WVJ
71	spotify:track:7lPN2DXiMsVn7XUKtOW1CS	Olivia Rodrigo	drivers license	Olivia Rodrigo PS	25	60	14	1253693	7lPN2DXiMsVn7XUKtOW1CS
72	spotify:track:7MAibcTli4IisCtbHKrGMh	Bruno Mars, Anderson .Paak, Silk Sonic	Leave The Door Open	Aftermath Entertainment/Atlantic	72	83	6	1247975	7MAibcTli4IisCtbHKrGMh
73	spotify:track:5TU6HG6Ltm7ZYr3r5dZjsA	Zé Vaqueiro	Eu Tenho Medo	Sony Music Entertainment	43	72	25	1232699	5TU6HG6Ltm7ZYr3r5dZjsA
74	spotify:track:6juD9PQwAPvuXYIAE2gjhO	Henrique & Juliano	Volta Por Baixo - Ao Vivo	Virgin Music Label And Artist Services (S&D)	3	70	66	1231812	6juD9PQwAPvuXYIAE2gjhO
75	spotify:track:1bK6UaFcArJvIaMeKPTFSm	MC Meno K, MC Cria, Dj Matheus Silva	Uma Cavala Mesmo	Resumo Produtora	55	71	9	1206317	1bK6UaFcArJvIaMeKPTFSm
76	spotify:track:3oxk3UVbKJiPcPokw9h64D	DJ Matt D, Menor MC	Tipo Gringa	GREE CASSUA	76	77	4	1203223	3oxk3UVbKJiPcPokw9h64D
77	spotify:track:187Pge0WmJNoS73kaIORSE	Douglas & Vinicius, MC Bruninho	Figurinha - Ao Vivo	Virgin Music Label And Artist Services (S&D)	3	68	39	1200958	187Pge0WmJNoS73kaIORSE
78	spotify:track:6WXglvTFRmjlHHhgjYMNif	MC Hariel, Alok, MC Ryan SP, Mc Davi, Salvador Da Rima	Ilusão (Cracolândia)	GR6 Music	2	63	22	1193973	6WXglvTFRmjlHHhgjYMNif
79	spotify:track:6yxLcncvmcQ39FyGGTq2DP	Tierry, Marília Mendonça	Hackearam-Me	WorkShow	42	50	21	1190457	6yxLcncvmcQ39FyGGTq2DP
80	spotify:track:6fe5D0ivKnpXFMAnoSRjah	Vitor e Luan, Henrique & Juliano	Localiza Aí BB	Vitor & Luan	66	66	9	1187582	6fe5D0ivKnpXFMAnoSRjah
81	spotify:track:7qmnP8Woc47dLSrMD5MxL1	Petter Ferraz, Menor Nico	Amor ou o Litrão	k+ produçoes	1	67	21	1179009	7qmnP8Woc47dLSrMD5MxL1
82	spotify:track:6x1FttETfbRLerumlTn0ZH	Teto	Paypal	Sony Music Entertainment	48	79	8	1178620	6x1FttETfbRLerumlTn0ZH
83	spotify:track:3QUriWUE8WnWLpWxHA52k4	Tz da Coronel, DJ PurpleRain.REC	Anota Placa	Purple Rain Records	83	99	4	1175097	3QUriWUE8WnWLpWxHA52k4
84	spotify:track:6f3Slt0GbA2bPZlz0aIFXN	Tiësto	The Business	Atlantic Records	74	75	14	1161173	6f3Slt0GbA2bPZlz0aIFXN
85	spotify:track:5QO79kh1waicV47BqGRL3g	The Weeknd	Save Your Tears	Republic Records	76	78	13	1157500	5QO79kh1waicV47BqGRL3g
86	spotify:track:3S2iI46NmKyZsoxs2NByIP	Tarcísio do Acordeon, Vitor Fernandes	Nêga	Sua Música	27	76	26	1146735	3S2iI46NmKyZsoxs2NByIP
87	spotify:track:5nujrmhLynf4yMoMtj8AQF	Dua Lipa, DaBaby	Levitating (feat. DaBaby)	Warner Records	87	92	16	1131065	5nujrmhLynf4yMoMtj8AQF
88	spotify:track:07c9lzwx1IIm101PnB4BZu	MC Levin, Caverinha	É Só Botada	Master Gold	24	91	22	1123717	07c9lzwx1IIm101PnB4BZu
89	spotify:track:1kjMT9xY7fsPCbOY9glt96	MC Kevinho, Zé Felipe	Senta com Amor	WM Brazil	89	144	2	1121369	1kjMT9xY7fsPCbOY9glt96
90	spotify:track:64I6t2tuUGnIlaDIzHJ6YI	Marília Mendonça, Maiara & Maraisa	Quero Você do Jeito Que Quiser	Som Livre	4	84	40	1113861	64I6t2tuUGnIlaDIzHJ6YI
91	spotify:track:5r9CZJMoMmxio2AnJdxuDS	Grupo Menos É Mais, Di Propósito, Vou Zuar	Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo	Som Livre	21	87	45	1094937	5r9CZJMoMmxio2AnJdxuDS
92	spotify:track:3056x1XkmICnQmji68rrft	Murilo Huff, Henrique & Juliano	Desejando Eu (Ao Vivo)	Artinvox	24	82	47	1092756	3056x1XkmICnQmji68rrft
93	spotify:track:3Xuo5utyzk86BwlUHdTR2O	Henrique & Juliano	Briga Feia - Ao Vivo	Virgin Music Label And Artist Services (S&D)	22	85	70	1088333	3Xuo5utyzk86BwlUHdTR2O
94	spotify:track:260n4ECk9j4IEvTAVBYojl	Matheus & Kauan	Nem Doeu - Ao Vivo	Universal Music Ltda.	12	80	46	1058326	260n4ECk9j4IEvTAVBYojl
95	spotify:track:5RZzJ0N1vuBaYcnpC74Jqg	Gustavo Mioto	Despedida De Casal	UMG Recordings, Inc.	67	90	13	1053629	5RZzJ0N1vuBaYcnpC74Jqg
96	spotify:track:0GTPmh5G40joBg93vcSQNq	Alok, Ilkay Sencan, Tove Lo	Don't Say Goodbye (feat. Tove Lo)	Columbia/B1 Recordings	74	97	27	1050604	0GTPmh5G40joBg93vcSQNq
97	spotify:track:2BRGOqLBHFJclDM6PB2dnd	Marília Mendonça	Deprê	Som Livre	55	93	19	1022495	2BRGOqLBHFJclDM6PB2dnd
98	spotify:track:1T3hcBQRwacjWLuJJFt8co	Xand Avião, Os Barões Da Pisadinha	Ela Aperta a Minha Mente	Som Livre	93	115	16	1014462	1T3hcBQRwacjWLuJJFt8co
99	spotify:track:1M4OcYkxAtu3ErzSgDEfoi	Cardi B	Up	Atlantic Records	99	101	5	1013461	1M4OcYkxAtu3ErzSgDEfoi
100	spotify:track:1X0MaGErD8rcspqQs9s2m0	Zé Felipe	Só Tem Eu	Som Livre	3	94	27	1003751	1X0MaGErD8rcspqQs9s2m0
101	spotify:track:1jweGFaVZxEVrOHKsLpPY4	Grupo Menos É Mais	Adorei	Som Livre	72	95	18	1002780	1jweGFaVZxEVrOHKsLpPY4
102	spotify:track:7snoDTJeoJ2oVMhf7eoF3t	Gusttavo Lima	De Menina pra Mulher - Ao Vivo	Sony Music Entertainment	3	81	30	999747	7snoDTJeoJ2oVMhf7eoF3t
103	spotify:track:7CDdyDigw7e3zFr3k7uKMY	Luíza & Maurílio	Pode Sumir	Som Livre	55	98	46	993381	7CDdyDigw7e3zFr3k7uKMY
104	spotify:track:3PfIrDoz19wz7qK7tYeu62	Dua Lipa	Don't Start Now	Warner Records	2	103	76	993375	3PfIrDoz19wz7qK7tYeu62
105	spotify:track:61KpQadow081I2AsbeLcsb	Olivia Rodrigo	deja vu	Olivia Rodrigo PS	105	106	2	970107	61KpQadow081I2AsbeLcsb
106	spotify:track:748mdHapucXQri7IAO8yFK	Doja Cat, SZA	Kiss Me More (feat. SZA)	Kemosabe Records/RCA Records	106	-1	1	969857	748mdHapucXQri7IAO8yFK
107	spotify:track:354mVxDquP5bQK7rUz6Omy	Elias Monkbel	Linda Bela - Ao Vivo	Jwb Digital Music	107	174	2	969744	354mVxDquP5bQK7rUz6Omy
108	spotify:track:3vu864xi5Xis9VfOsJpmXu	LUDMILLA	Rainha da Favela	WM Brazil	16	104	22	960336	3vu864xi5Xis9VfOsJpmXu
109	spotify:track:1sTVKLLFDfAfowsG4bRBN4	MC Teteu, MC Ks, Dj Serpinha	Faz a Pose	realdreamsgravadoraeeditora	38	102	21	953902	1sTVKLLFDfAfowsG4bRBN4
110	spotify:track:70jrNdP6R9AKHazjaurG3Z	Rebecca, DJ Will22, Anitta	Tô Preocupada (Calma Amiga) (feat. Anitta)	Sony Music Entertainment	59	114	7	952665	70jrNdP6R9AKHazjaurG3Z
111	spotify:track:35mvY5S1H3J2QZyna3TFe0	Ariana Grande	positions	Republic Records	15	100	25	944532	35mvY5S1H3J2QZyna3TFe0
112	spotify:track:48CAeajgzcGJaVUSsXd7h0	Guilherme & Benuto, Israel & Rodolffo	Declaração pro Bar - Ao Vivo	Sony Music Entertainment	51	124	61	944527	48CAeajgzcGJaVUSsXd7h0
113	spotify:track:7cmwzU8jmurYtLYncS0bPQ	MC Cego Abusado, MC Meno K	Cabelinho na Regua	MC Cego Abusado	107	108	5	942833	7cmwzU8jmurYtLYncS0bPQ
114	spotify:track:5gIVPysvKFh2gtwsicafnN	Douglas & Vinicius	Volume 3	WorkShow	80	149	17	939691	5gIVPysvKFh2gtwsicafnN
115	spotify:track:1nahzW3kfMuwReTka28tH5	Justin Bieber	Hold On	RBMG/Def Jam	69	105	6	937512	1nahzW3kfMuwReTka28tH5
116	spotify:track:2vBET2pmrQqafaS6zIaYta	Black Eyed Peas, Shakira	GIRL LIKE ME	Epic	116	122	12	931710	2vBET2pmrQqafaS6zIaYta
117	spotify:track:2R1OgezGfBMeiAcMpJ1EkH	Zé Vaqueiro	Letícia	Sony Music Entertainment	13	110	24	928066	2R1OgezGfBMeiAcMpJ1EkH
118	spotify:track:2InUVOBY515umeuwdQtsQ4	Zé Neto & Cristiano	Esses Vícios	Som Livre	71	107	21	926504	2InUVOBY515umeuwdQtsQ4
119	spotify:track:2Nlf97QqqcZ2x9Qb4h1Qt2	Bruno & Marrone	Coração de Isca	Worldshow Promoções e Eventos	112	116	4	920591	2Nlf97QqqcZ2x9Qb4h1Qt2
120	spotify:track:6pQKUKBpwr6GhfhcFFFozo	MC Zaquin, MC Rick	Não Nasceu pra Namorar	Funk Explode Records	120	133	5	920166	6pQKUKBpwr6GhfhcFFFozo
121	spotify:track:3sGcETRMuAgcPgjDpIkgMn	Matuê	777-666	Sony Music Entertainment	4	109	31	918160	3sGcETRMuAgcPgjDpIkgMn
122	spotify:track:2fmeSswdyVq4wcqhY41UHk	Pineapple StormTv, L7NNON, Chris MC, Xamã, Lourena, Cesar Mc, Djonga, Filipe Ret, Salve Malak, Hunter	Poesia Acústica #9: Melhor Forma	Pineapple StormTV	3	111	40	917903	2fmeSswdyVq4wcqhY41UHk
123	spotify:track:0v192IDdClYsae1YWxhTO9	DJ TN Beat, DJ TS, DJ DUARTE, Mc Topre	Apaga Luz, Apaga Tudo - Challenge	Resumo Produtora	102	112	5	916694	0v192IDdClYsae1YWxhTO9
124	spotify:track:2BEGTomoM88uGMOzRmZirl	DJ DN, MC Gui Andrade, MC Fahah	Só Tapão Nervoso Vs Toma Catucada Violenta	DJ DN	78	131	10	904088	2BEGTomoM88uGMOzRmZirl
125	spotify:track:60ynsPSSKe6O3sfwRnIBRf	Doja Cat	Streets	Kemosabe Records/RCA Records	93	117	12	883543	60ynsPSSKe6O3sfwRnIBRf
126	spotify:track:1pYZrTrSFLVY5iMjqQGlgj	Lauana Prado	Viva Voz - Ao Vivo Em São Paulo / 2019	UMG Recordings, Inc.	17	119	58	880115	1pYZrTrSFLVY5iMjqQGlgj
127	spotify:track:7jFEykLSATTBHLCJXikHmD	MC 3L, DJ J2, DJ PBeats, Mc Ygor Yanks	Acabou a Água (feat. Mc Ygor Yanks)	Tratto Entretenimentos & Love Funk	122	151	7	872050	7jFEykLSATTBHLCJXikHmD
128	spotify:track:3cVF2ot6YuCD0RQY302gNz	NATTAN, Zé Vaqueiro	Não Te Quero	VYBBE	128	137	9	856763	3cVF2ot6YuCD0RQY302gNz
129	spotify:track:0dTqciDQzwVKWY2kb3Gixf	Zé Vaqueiro	Cangote	Sony Music Entertainment	104	134	14	851231	0dTqciDQzwVKWY2kb3Gixf
130	spotify:track:2enk2whIgJyoe0O9HRQZJV	Avine Vinny, Jorge	Seu Beijo Joga Sujo	Sony Music Entertainment	62	121	25	848248	2enk2whIgJyoe0O9HRQZJV
131	spotify:track:4xWzZmX4K1yyrdtRfbUvjt	Niack	Oh Juliana	Niack	1	125	40	833961	4xWzZmX4K1yyrdtRfbUvjt
132	spotify:track:45YzwZ9K4HzruaHwhsQbhW	Diego & Arnaldo, DJ Ivis	Falei pra Tu	Sony Music Entertainment	132	160	2	832173	45YzwZ9K4HzruaHwhsQbhW
133	spotify:track:5J4tK2FbXQEeC0AsfFgwpz	Yasmin Santos	Cuidado Que Eu Te Supero	Sony Music Entertainment	76	113	29	826867	5J4tK2FbXQEeC0AsfFgwpz
134	spotify:track:1J14CdDAvBTE1AJYUOwl6C	Duncan Laurence	Arcade	Universal Music, a division of Universal International Music BV	134	140	6	825076	1J14CdDAvBTE1AJYUOwl6C
135	spotify:track:78G6jgpMdzSEiBPkBLWi9S	Hugo Henrique, Jorge	Short Jeans - Ao Vivo	Hugo Henrique	113	118	5	818341	78G6jgpMdzSEiBPkBLWi9S
136	spotify:track:3bcJIkPhkmoiF31lcHZ96t	Mc Kaio, MC Rick	Rebola Lentinho	Funk Explode Records	136	199	2	804153	3bcJIkPhkmoiF31lcHZ96t
137	spotify:track:5oI9blwsXC8AkTWw6wASY8	Matuê	Máquina do Tempo	Sony Music Entertainment	2	130	31	794948	5oI9blwsXC8AkTWw6wASY8
138	spotify:track:4Y0gR2tYML083T6b2vhJrn	Henrique & Juliano	Liberdade Provisória - Live - Ibirapuera / 2019	Virgin Music Label And Artist Services (S&D)	1	127	71	782332	4Y0gR2tYML083T6b2vhJrn
139	spotify:track:2bPghtjMJBxGMjSgi8rMKK	DJ K, MC MN, Mc Rd, MC Fefe Original	Renk Renk: Olha o Barulinho da Cama (feat. MC Fefe Original)	H7 | Love Funk	115	132	5	775871	2bPghtjMJBxGMjSgi8rMKK
140	spotify:track:7qEHsqek33rTcFNT9PFqLf	Lewis Capaldi	Someone You Loved	Vertigo Berlin	65	143	84	772217	7qEHsqek33rTcFNT9PFqLf
141	spotify:track:3sOcmmmWB7dqyziUVLXpTi	Abbot, somynem.grin	Hylander	Valhalla Records	74	126	11	760341	3sOcmmmWB7dqyziUVLXpTi
