rank	uri	artist_names	track_name	source	peak_rank	previous_rank	weeks_on_chart	streams	ID
1	spotify:track:2MZQAvsA7aZDssppBLRxYp	Israel & Rodolffo	Batom de Cereja - Ao Vivo	Som Livre	1	1	12	7670975	2MZQAvsA7aZDssppBLRxYp
2	spotify:track:4wQUopWk9Ed7Ng5qpKN5qd	Dj Guuga, DJ Ivis	Volta Bebê, Volta Neném	GR6 Music	2	6	3	7161223	4wQUopWk9Ed7Ng5qpKN5qd
3	spotify:track:2Gjt4rUHBUH0rMKpBg0hF4	Malu, DJ Lucas Beat	Disco Arranhado - Funk Remix	Essaéhit	2	2	8	6262424	2Gjt4rUHBUH0rMKpBg0hF4
4	spotify:track:2QLbRVzixE282JSQjBz2DG	Alok, Mc Don Juan, Dj GBR	Liberdade (Quando o Grave Bate Forte)	GR6 Music	3	3	4	6010778	2QLbRVzixE282JSQjBz2DG
5	spotify:track:58pgi1RpcU2fVJsxhm7BIr	Raí Saia Rodada	Tapão Na Raba	Som Livre	1	4	13	5307360	58pgi1RpcU2fVJsxhm7BIr
6	spotify:track:1ere9b9vDw2N3m9d4uiXxa	Diego & Victor Hugo, Bruno & Marrone	Facas - Ao Vivo	Sony Music Entertainment	3	5	28	4971854	1ere9b9vDw2N3m9d4uiXxa
7	spotify:track:2SUPbyD77tJuOUbqbxct6l	Os Barões Da Pisadinha, Jorge	Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo	Sony Music Entertainment	7	8	10	4651228	2SUPbyD77tJuOUbqbxct6l
8	spotify:track:7EWXP47VlXKO3r7mNxuWHw	Wesley Safadão, Os Barões Da Pisadinha	Ele É Ele, Eu Sou Eu	Som Livre	1	7	24	4594291	7EWXP47VlXKO3r7mNxuWHw
9	spotify:track:7IG7laqVpcvIIULrwWP5SA	Mc Poze do Rodo, Neo Beats, Mainstreet	Vida Louca	Mainstreet Records	9	11	4	4552656	7IG7laqVpcvIIULrwWP5SA
10	spotify:track:17UfXrL7Run3GyZJW4uRjC	Jorge & Mateus	Paradigmas	Som Livre	7	9	14	4486701	17UfXrL7Run3GyZJW4uRjC
11	spotify:track:1HoapWs5KcMzs8QYdgg9Kt	Xand Avião, DJ Ivis, Mc Danny	Não Pode Se Apaixonar	Som Livre	11	12	9	4142323	1HoapWs5KcMzs8QYdgg9Kt
12	spotify:track:0e6NlGJxYlHvAN8SKxad7N	DJ Ivis, Tarcísio do Acordeon	Esquema Preferido (feat. Tarcísio do Acordeon)	Sony Music Entertainment	1	13	15	3626993	0e6NlGJxYlHvAN8SKxad7N
13	spotify:track:2nZj5YymF54qhAu7RneVP6	Hugo & Guilherme	Coração Na Cama - Ao Vivo	Som Livre	5	10	22	3596212	2nZj5YymF54qhAu7RneVP6
14	spotify:track:3HquWF2pZmWYu3WAEP9Heb	Fernando & Sorocaba, Tarcísio do Acordeon	Só Não Divulga	Sony Music Entertainment	14	18	9	3496026	3HquWF2pZmWYu3WAEP9Heb
15	spotify:track:000RW47rhEkSqjgTrZx7YX	Jorge & Mateus	Lance Individual	Som Livre	4	17	24	3435653	000RW47rhEkSqjgTrZx7YX
16	spotify:track:5glMxRMRHGBRj6bydBjoPM	PEDRO SAMPAIO, Daniel Caon, Wesley Safadão	FALA MAL DE MIM	WM Brazil	13	15	13	3254647	5glMxRMRHGBRj6bydBjoPM
17	spotify:track:0DlHQxrVijRqVUfuS6PKaY	DENNIS, Xamã, LUDMILLA	Deixa de Onda (Porra Nenhuma)	Sony Music Entertainment	17	21	14	3220912	0DlHQxrVijRqVUfuS6PKaY
18	spotify:track:3lJ8BcGM1ROQ1ufneU3Qya	Th CDM	Preta do Cabelo Cacheado	PHproduções	18	33	6	3211279	3lJ8BcGM1ROQ1ufneU3Qya
19	spotify:track:1Cqg0nJOZRyvltkof8tjqA	Simone & Simaria	Foi Pá Pum	UMG Recordings, Inc.	13	22	22	3154637	1Cqg0nJOZRyvltkof8tjqA
20	spotify:track:67BtfxlNbhBmCDR2L2l8qd	Lil Nas X	MONTERO (Call Me By Your Name)	Columbia	15	25	5	3127256	67BtfxlNbhBmCDR2L2l8qd
21	spotify:track:40zJaB3z53PGaxIkYyieBP	Israel & Rodolffo, MC Matheuzinho	Só de Sacanagem - Ao Vivo	Som Livre	21	26	13	3118735	40zJaB3z53PGaxIkYyieBP
22	spotify:track:4Ls13Ag4SWnniiX4QLRltL	Vitor Fernandes	Acaso	Sua Música	13	14	12	3085070	4Ls13Ag4SWnniiX4QLRltL
23	spotify:track:5gTgQBtNP08fUijxpEgmzF	Matheus & Kauan	É Problema	Universal Music Ltda.	19	23	24	3011864	5gTgQBtNP08fUijxpEgmzF
24	spotify:track:4AAIAVjSyiq1N7SXKkwXZe	Marília Mendonça	Troca de Calçada	Som Livre	7	19	13	2979448	4AAIAVjSyiq1N7SXKkwXZe
25	spotify:track:5m5aY6S9ttfIG157xli2Rs	Zé Neto & Cristiano	Alô Ambev (Segue Sua Vida) - Ao Vivo	Som Livre	4	20	35	2920165	5m5aY6S9ttfIG157xli2Rs
26	spotify:track:07AQkmp456NpEnT8HR7WLy	Teto, Matuê	M4	30PRAUM	6	16	19	2843415	07AQkmp456NpEnT8HR7WLy
27	spotify:track:2pBEAodCImE4LgbKAG4bfz	Bruno & Marrone, Wesley Safadão	Último Beijo	Worldshow Promoções e Eventos	14	24	21	2799482	2pBEAodCImE4LgbKAG4bfz
28	spotify:track:5R9KPXQVeyqsHZoPLMgfNy	Matheus Fernandes, Dilsinho	Baby Me Atende	Som Livre	28	36	5	2740850	5R9KPXQVeyqsHZoPLMgfNy
29	spotify:track:6AMTUbWihFZOwOeHxZN2Ge	Vitor Fernandes	Vou falar que não quero	Sua Música	29	30	9	2623301	6AMTUbWihFZOwOeHxZN2Ge
30	spotify:track:6sPBi0qLI6KM3yXX56NxsA	Tarcísio do Acordeon	Meia Noite (Você tem meu Whatsapp)	Sua Música	1	31	21	2512156	6sPBi0qLI6KM3yXX56NxsA
31	spotify:track:0WlmiIK5qFQ4dAB4mCA4sI	Os Barões Da Pisadinha, Fernando & Sorocaba	Amor da Despedida	Sony Music Entertainment	9	29	25	2497604	0WlmiIK5qFQ4dAB4mCA4sI
32	spotify:track:56F3ngwk3a42aLY0o5QgBF	Gusttavo Lima	Fala Comigo - Ao Vivo	Sony Music Entertainment	23	28	12	2476326	56F3ngwk3a42aLY0o5QgBF
33	spotify:track:1mQOFRDoqI34LdN79PE0vH	MC Zaquin	Ô Moça	Funk Explode Records	25	32	13	2457158	1mQOFRDoqI34LdN79PE0vH
34	spotify:track:2N2MrTCpwNQdbvlk0Kmz3c	Zé Vaqueiro	Volta Comigo BB	Sony Music Entertainment	34	42	8	2371707	2N2MrTCpwNQdbvlk0Kmz3c
35	spotify:track:4iJyoBOLtHqaGxP12qzhQI	Justin Bieber, Daniel Caesar, Giveon	Peaches (feat. Daniel Caesar & Giveon)	RBMG/Def Jam	33	37	6	2317407	4iJyoBOLtHqaGxP12qzhQI
36	spotify:track:1JHvLQWHUoYuapwQikeDuD	Jonas Esticado, Gusttavo Lima	Ele Não Tem	Som Livre	24	34	25	2313009	1JHvLQWHUoYuapwQikeDuD
37	spotify:track:0QglpM23kl9ldvVdoYNZwF	Kawe, Mc Lele JP	Mds	OQProduções	3	27	18	2254235	0QglpM23kl9ldvVdoYNZwF
38	spotify:track:1uA7fD01YlQr1Rm0oyNB4H	Guilherme & Benuto	Pulei na Piscina - Ao Vivo	Sony Music Entertainment	14	35	36	2192138	1uA7fD01YlQr1Rm0oyNB4H
39	spotify:track:3rRin3LyLY92kpEbkCgwf4	Os Barões Da Pisadinha, Xand Avião	Basta Você Me Ligar - Ao Vivo	Sony Music Entertainment	3	38	45	2050150	3rRin3LyLY92kpEbkCgwf4
40	spotify:track:2xlw13Ns5yz9XZGtfnpPN9	Eric Land, Tarcísio do Acordeon	Esqueceu Foi Porra	Eric Land	40	48	6	2035403	2xlw13Ns5yz9XZGtfnpPN9
41	spotify:track:5H25WPPytKQcMfIPu0oEBO	Dj Serpinha, MC 2jhow	Espirra o Lança	2click	40	40	5	2016926	5H25WPPytKQcMfIPu0oEBO
42	spotify:track:6m187iACTSAZDYMaV0klqj	L7NNON	Freio da Blazer	Papatunes	38	39	12	2016590	6m187iACTSAZDYMaV0klqj
43	spotify:track:68cPbG7hJnwDW9nPX1uQcX	BIN, Mainstreet, Ajaxx	Saturno	Mainstreet Records	26	41	16	1947839	68cPbG7hJnwDW9nPX1uQcX
44	spotify:track:6HV630GY0GT3RN2efFRmbP	Jorge & Mateus	Troca	Som Livre	44	-1	1	1936800	6HV630GY0GT3RN2efFRmbP
45	spotify:track:2p04GXqx4j9sggMTFJpEBa	Mc Rennan, DJ Braga Oficial	Cai de vagarinho até embaixo	MR10 PRODUTORA	31	44	9	1867963	2p04GXqx4j9sggMTFJpEBa
46	spotify:track:37BZB0z9T8Xu7U3e65qxFy	The Weeknd, Ariana Grande	Save Your Tears (with Ariana Grande) (Remix)	Republic Records	46	-1	1	1863472	37BZB0z9T8Xu7U3e65qxFy
47	spotify:track:0YqTL3nSL36OFdHwHoqCag	Luísa Sonza, Pabllo Vittar, Anitta	MODO TURBO	Universal Music Ltda.	2	45	19	1798224	0YqTL3nSL36OFdHwHoqCag
48	spotify:track:0Ve3XWcrsgy90xo0UL2syx	Mc Don Juan, Th CDM, DG e Batidão Stronda	Preta do Cabelo Cacheado	GR6 Music	48	53	2	1754720	0Ve3XWcrsgy90xo0UL2syx
49	spotify:track:6vnKRiOjUjYT59xl4awHTx	Guilherme & Benuto	Sigilo - Ao Vivo	Sony Music Entertainment	41	43	6	1701471	6vnKRiOjUjYT59xl4awHTx
50	spotify:track:5ra6CI0pEzqjxPEZeBz0d7	Hungria Hip Hop	Amor e Fé - Acústico	Hungria Hip Hop	22	49	36	1552460	5ra6CI0pEzqjxPEZeBz0d7
51	spotify:track:0eoMMLrWtXbLk64baeESkc	Marcos & Belutti, Jorge & Mateus	Tudo Indica (feat. Jorge & Mateus) - Ao Vivo	Sony Music Entertainment	20	46	33	1547355	0eoMMLrWtXbLk64baeESkc
52	spotify:track:2JTir3y1VuJQmexiTCMcTP	Os Barões Da Pisadinha	Recairei - Ao Vivo	Sony Music Entertainment	1	47	50	1535737	2JTir3y1VuJQmexiTCMcTP
53	spotify:track:7MAibcTli4IisCtbHKrGMh	Bruno Mars, Anderson .Paak, Silk Sonic	Leave The Door Open	Aftermath Entertainment/Atlantic	53	67	8	1522377	7MAibcTli4IisCtbHKrGMh
54	spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp	Giveon	Heartbreak Anniversary	Epic/Not So Fast	41	50	8	1511819	3FAJ6O0NOHQV8Mc5Ri6ENp
55	spotify:track:4llr8mcoauwrHBtjGb7F9S	MC Kevin o Chris	Tipo Gin - Ao Vivo	MC Kevin o Chris	55	-1	1	1508093	4llr8mcoauwrHBtjGb7F9S
56	spotify:track:0x0V1IID2Sj902k6LzuWds	Mc Livinho	Ela é Espetacular (Mulher Kama Sutra 2)	Diamond	56	98	3	1488618	0x0V1IID2Sj902k6LzuWds
57	spotify:track:0VjIjW4GlUZAMYd2vXMi3b	The Weeknd	Blinding Lights	Republic Records	25	62	69	1465775	0VjIjW4GlUZAMYd2vXMi3b
58	spotify:track:2LOIoeI16A8jjKubPKoCSa	ANAVITÓRIA, Rita Lee	Amarelo, azul e branco	F/SIMAS	43	51	9	1452308	2LOIoeI16A8jjKubPKoCSa
59	spotify:track:6x1FttETfbRLerumlTn0ZH	Teto	Paypal	Sony Music Entertainment	48	68	10	1408939	6x1FttETfbRLerumlTn0ZH
60	spotify:track:0cHflpV8SSGbE0NKaasEfT	Filipe Ret, Dallass	F* F* M*	Som Livre	57	69	9	1407560	0cHflpV8SSGbE0NKaasEfT
61	spotify:track:6UelLqGlWMcVH1E5c4H7lY	Harry Styles	Watermelon Sugar	Columbia	27	65	64	1397265	6UelLqGlWMcVH1E5c4H7lY
62	spotify:track:7lJoRyuNJtuiqTcKtuMuIR	MC Hariel	Maçã Verde	GR6 Music	11	55	25	1383728	7lJoRyuNJtuiqTcKtuMuIR
63	spotify:track:5TU6HG6Ltm7ZYr3r5dZjsA	Zé Vaqueiro	Eu Tenho Medo	Sony Music Entertainment	43	73	27	1367991	5TU6HG6Ltm7ZYr3r5dZjsA
64	spotify:track:3VT8hOC5vuDXBsHrR53WFh	Masked Wolf	Astronaut In The Ocean	Elektra (NEK)	53	57	9	1366951	3VT8hOC5vuDXBsHrR53WFh
65	spotify:track:15k1TDabqSEmyXOwMq9RM7	Jonas Esticado	Investe Em Mim	Som Livre	1	54	44	1353586	15k1TDabqSEmyXOwMq9RM7
66	spotify:track:2ASs0n7ukfyxAxDtdir4vF	MC Luan da BS, Mc Vitin do LJ, MC Marley	Privilégio	Funk Explode	29	64	21	1352734	2ASs0n7ukfyxAxDtdir4vF
67	spotify:track:2Xgc216OMnc9PyUalpaSPc	MC 2jhow, MC Fahah, Mc Rennan, Dj Nbeat	Mtg - Vem Sentando Vem (feat. Dj Nbeat) - Remix	Soull Music BR / De Verdade Entretenimento / MR10 Produtora / Love Funk / Lancinho Filmes	39	61	16	1337628	2Xgc216OMnc9PyUalpaSPc
68	spotify:track:2QCwoYDn4DRfjs4NhW2KpO	João Bosco e Gabriel, Humberto & Ronaldo	Alô Ex-Amor - Ao Vivo	João Bosco e Gabriel	14	56	35	1315701	2QCwoYDn4DRfjs4NhW2KpO
69	spotify:track:4zsiMjB0794HztyqUkD3Zi	Dilsinho, Henrique & Juliano	Sogra - Ao Vivo	Sony Music Entertainment	6	58	47	1286645	4zsiMjB0794HztyqUkD3Zi
